756038,2023-11-19
753195,2023-11-20
754902,2023-11-21
755998,2023-11-22
756331,2023-11-23
758283,2023-11-24
758852,2023-11-25
759002,2023-11-26
0,2023-11-27
759752,2023-11-28
759981,2023-11-29
759965,2023-11-30
760252,2023-12-01
758217,2023-12-02
759136,2023-12-03
759844,2023-12-04
761029,2023-12-05
746059,2023-12-06
752507,2023-12-07
718638,2023-12-08
766620,2023-12-09
762184,2023-12-10
763812,2023-12-11
739397,2023-12-12
724717,2023-12-13
727102,2023-12-15
741343,2023-12-16
728912,2023-12-17
725028,2023-12-18
744254,2023-12-19
727665,2023-12-20
728366,2023-12-21
731357,2023-12-22
731644,2023-12-23
742053,2023-12-24
746656,2023-12-25
745323,2023-12-26
745618,2023-12-27
747016,2023-12-28
747027,2023-12-29
770704,2023-12-30
784617,2023-12-31
783797,2024-01-01
784716,2024-01-02
781589,2024-01-03
780610,2024-01-04
764926,2024-01-05
769944,2024-01-06
768371,2024-01-07
769436,2024-01-08
786251,2024-01-09
784434,2024-01-10
783563,2024-01-11
771291,2024-01-12
782048,2024-01-13
750891,2024-01-14
773736,2024-01-15
776134,2024-01-16
747614,2024-01-17
771619,2024-01-18
789784,2024-01-19
773728,2024-01-20
770584,2024-01-21
779824,2024-01-22
772695,2024-01-23
770712,2024-01-24
767102,2024-01-25
783396,2024-01-26
786204,2024-01-27
775899,2024-01-28
792342,2024-01-29
792996,2024-01-30
785466,2024-01-31
793898,2024-02-01
792548,2024-02-02
797645,2024-02-03
797645,2024-02-04
797044,2024-02-05
798223,2024-02-06
798715,2024-02-07
782675,2024-02-08
788173,2024-02-09
784627,2024-02-10
798474,2024-02-11
803525,2024-02-12
802930,2024-02-13
791470,2024-02-14
805734,2024-02-15
776634,2024-02-16
796284,2024-02-17
807662,2024-02-18
807508,2024-02-19
802383,2024-02-20
809380,2024-02-21
802181,2024-02-22
810738,2024-02-23
762224,2024-02-24
805227,2024-02-25
814901,2024-02-26
821903,2024-02-27
810602,2024-02-28
815601,2024-02-29
820082,2024-03-01
798570,2024-03-02
823171,2024-03-03
822105,2024-03-04
824426,2024-03-05
824667,2024-03-06
819782,2024-03-07
814770,2024-03-08
820312,2024-03-09
827964,2024-03-10
828145,2024-03-11
830088,2024-03-12
823485,2024-03-13
831856,2024-03-14
833130,2024-03-15
814058,2024-03-17
834020,2024-03-18
834880,2024-03-19
835905,2024-03-20
834936,2024-03-21
802288,2024-03-22
818275,2024-03-23
824793,2024-03-24
829756,2024-03-25
838147,2024-03-26
830099,2024-03-27
845938,2024-03-28
848646,2024-03-29
833453,2024-03-30
848519,2024-03-31
852715,2024-04-01
840595,2024-04-02
850891,2024-04-03
850279,2024-04-04
857824,2024-04-05
857818,2024-04-06
859050,2024-04-07
851904,2024-04-08
861401,2024-04-09
855963,2024-04-10
863437,2024-04-11
854615,2024-04-12
849007,2024-04-13
852627,2024-04-14
856517,2024-04-15
